,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
218,2019,5.0874760875,NY.ADJ.NNTY.KD.ZG,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
219,2020,6.0265323483,NY.ADJ.NNTY.KD.ZG,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
220,2016,2.1289066352,NY.ADJ.NNTY.KD.ZG,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
221,2017,0.19507811360000002,NY.ADJ.NNTY.KD.ZG,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
222,2018,-0.3206058442,NY.ADJ.NNTY.KD.ZG,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
223,2019,5.5147601255000005,NY.ADJ.NNTY.KD.ZG,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
224,2020,-10.5399981153,NY.ADJ.NNTY.KD.ZG,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
225,2016,-10.3361520621,NY.ADJ.NNTY.KD.ZG,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
226,2017,-13.437496433,NY.ADJ.NNTY.KD.ZG,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
227,2018,-1.6728023018,NY.ADJ.NNTY.KD.ZG,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
228,2019,-10.3040799136,NY.ADJ.NNTY.KD.ZG,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
229,2020,-10.6221834786,NY.ADJ.NNTY.KD.ZG,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
230,2016,4.7762128217,NY.ADJ.NNTY.KD.ZG,EST,Estonia,Europe & Central Asia,High income,Not classified
231,2017,4.9342673645,NY.ADJ.NNTY.KD.ZG,EST,Estonia,Europe & Central Asia,High income,Not classified
232,2018,5.5776135251,NY.ADJ.NNTY.KD.ZG,EST,Estonia,Europe & Central Asia,High income,Not classified
233,2019,4.0243641245,NY.ADJ.NNTY.KD.ZG,EST,Estonia,Europe & Central Asia,High income,Not classified
234,2020,-1.2119934361,NY.ADJ.NNTY.KD.ZG,EST,Estonia,Europe & Central Asia,High income,Not classified
235,2016,-1.0266326505,NY.ADJ.NNTY.KD.ZG,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
236,2017,-0.2667641467,NY.ADJ.NNTY.KD.ZG,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
237,2018,7.0397839469,NY.ADJ.NNTY.KD.ZG,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
238,2019,-3.1417146709,NY.ADJ.NNTY.KD.ZG,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
239,2020,-3.184442916,NY.ADJ.NNTY.KD.ZG,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
240,2016,14.847208481300001,NY.ADJ.NNTY.KD.ZG,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
241,2017,10.4872817752,NY.ADJ.NNTY.KD.ZG,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
242,2018,19.4674295064,NY.ADJ.NNTY.KD.ZG,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
243,2019,26.3085666955,NY.ADJ.NNTY.KD.ZG,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
244,2020,21.9554868462,NY.ADJ.NNTY.KD.ZG,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
245,2016,2.2663362379,NY.ADJ.NNTY.KD.ZG,FIN,Finland,Europe & Central Asia,High income,Not classified
246,2017,2.418819717,NY.ADJ.NNTY.KD.ZG,FIN,Finland,Europe & Central Asia,High income,Not classified
247,2018,2.0534550906,NY.ADJ.NNTY.KD.ZG,FIN,Finland,Europe & Central Asia,High income,Not classified
248,2019,0.7532866271,NY.ADJ.NNTY.KD.ZG,FIN,Finland,Europe & Central Asia,High income,Not classified
249,2020,-2.4491955294,NY.ADJ.NNTY.KD.ZG,FIN,Finland,Europe & Central Asia,High income,Not classified
250,2016,1.1218748683,NY.ADJ.NNTY.KD.ZG,FRA,France,Europe & Central Asia,High income,Not classified
251,2017,2.0082068778,NY.ADJ.NNTY.KD.ZG,FRA,France,Europe & Central Asia,High income,Not classified
252,2018,1.2545550761,NY.ADJ.NNTY.KD.ZG,FRA,France,Europe & Central Asia,High income,Not classified
253,2019,1.9584066736999999,NY.ADJ.NNTY.KD.ZG,FRA,France,Europe & Central Asia,High income,Not classified
254,2020,-10.2637632291,NY.ADJ.NNTY.KD.ZG,FRA,France,Europe & Central Asia,High income,Not classified
255,2016,0.43689934810000003,NY.ADJ.NNTY.KD.ZG,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
256,2017,-0.3874131648,NY.ADJ.NNTY.KD.ZG,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
257,2018,28.2865649952,NY.ADJ.NNTY.KD.ZG,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
258,2019,3.9487251382,NY.ADJ.NNTY.KD.ZG,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
259,2020,-8.4464704314,NY.ADJ.NNTY.KD.ZG,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
260,2016,3.1985168647,NY.ADJ.NNTY.KD.ZG,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
261,2017,3.0470820673,NY.ADJ.NNTY.KD.ZG,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
262,2018,16.73265574,NY.ADJ.NNTY.KD.ZG,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
263,2019,5.7531847116,NY.ADJ.NNTY.KD.ZG,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
264,2020,-7.062667032,NY.ADJ.NNTY.KD.ZG,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
265,2016,-1.2322931734,NY.ADJ.NNTY.KD.ZG,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
266,2017,8.4047703821,NY.ADJ.NNTY.KD.ZG,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
267,2018,7.5416195957,NY.ADJ.NNTY.KD.ZG,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
268,2019,4.3898773985,NY.ADJ.NNTY.KD.ZG,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
269,2020,-6.3973108627,NY.ADJ.NNTY.KD.ZG,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
270,2016,3.180291101,NY.ADJ.NNTY.KD.ZG,DEU,Germany,Europe & Central Asia,High income,Not classified
271,2017,2.2129595532,NY.ADJ.NNTY.KD.ZG,DEU,Germany,Europe & Central Asia,High income,Not classified
272,2018,1.3380731647,NY.ADJ.NNTY.KD.ZG,DEU,Germany,Europe & Central Asia,High income,Not classified
273,2019,0.9530028881,NY.ADJ.NNTY.KD.ZG,DEU,Germany,Europe & Central Asia,High income,Not classified
274,2020,-5.6637456286,NY.ADJ.NNTY.KD.ZG,DEU,Germany,Europe & Central Asia,High income,Not classified
275,2016,5.8843715562,NY.ADJ.NNTY.KD.ZG,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
276,2017,3.7371050862,NY.ADJ.NNTY.KD.ZG,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
277,2018,8.862099887,NY.ADJ.NNTY.KD.ZG,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
278,2019,6.7410863731,NY.ADJ.NNTY.KD.ZG,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
279,2020,13.3720106634,NY.ADJ.NNTY.KD.ZG,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
280,2016,0.1269114946,NY.ADJ.NNTY.KD.ZG,GRC,Greece,Europe & Central Asia,High income,Not classified
281,2017,1.0720751536,NY.ADJ.NNTY.KD.ZG,GRC,Greece,Europe & Central Asia,High income,Not classified
282,2018,1.1710858163,NY.ADJ.NNTY.KD.ZG,GRC,Greece,Europe & Central Asia,High income,Not classified
283,2019,2.3054234771,NY.ADJ.NNTY.KD.ZG,GRC,Greece,Europe & Central Asia,High income,Not classified
284,2020,-9.5200964881,NY.ADJ.NNTY.KD.ZG,GRC,Greece,Europe & Central Asia,High income,Not classified
285,2016,2.5703551847,NY.ADJ.NNTY.KD.ZG,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
286,2017,2.8272910539,NY.ADJ.NNTY.KD.ZG,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
287,2018,3.3437842563,NY.ADJ.NNTY.KD.ZG,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
288,2019,5.8044918655,NY.ADJ.NNTY.KD.ZG,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
289,2020,0.4755850035,NY.ADJ.NNTY.KD.ZG,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
290,2016,7.593860489,NY.ADJ.NNTY.KD.ZG,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
291,2017,13.8209560726,NY.ADJ.NNTY.KD.ZG,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
292,2018,8.1003115487,NY.ADJ.NNTY.KD.ZG,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
293,2019,5.935347508,NY.ADJ.NNTY.KD.ZG,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
294,2020,2.5754361929,NY.ADJ.NNTY.KD.ZG,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
295,2016,10.8900383004,NY.ADJ.NNTY.KD.ZG,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
296,2017,14.3052869443,NY.ADJ.NNTY.KD.ZG,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
297,2018,-4.8130012732,NY.ADJ.NNTY.KD.ZG,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
298,2019,3.8192796486000002,NY.ADJ.NNTY.KD.ZG,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
299,2020,-1.3910426079,NY.ADJ.NNTY.KD.ZG,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
300,2016,2.4135118899,NY.ADJ.NNTY.KD.ZG,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
301,2017,3.4250081143,NY.ADJ.NNTY.KD.ZG,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
302,2018,1.8416234422,NY.ADJ.NNTY.KD.ZG,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
303,2019,-0.8969259489,NY.ADJ.NNTY.KD.ZG,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
304,2020,-2.8302468158,NY.ADJ.NNTY.KD.ZG,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
305,2016,3.5194502709,NY.ADJ.NNTY.KD.ZG,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
306,2017,6.4677126468,NY.ADJ.NNTY.KD.ZG,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
307,2018,-0.5727990482,NY.ADJ.NNTY.KD.ZG,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
308,2019,2.6366380042,NY.ADJ.NNTY.KD.ZG,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
309,2020,-4.7152430574,NY.ADJ.NNTY.KD.ZG,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
310,2016,5.2650431419,NY.ADJ.NNTY.KD.ZG,HUN,Hungary,Europe & Central Asia,High income,Not classified
311,2017,2.2939438448000002,NY.ADJ.NNTY.KD.ZG,HUN,Hungary,Europe & Central Asia,High income,Not classified
312,2018,5.0946563219,NY.ADJ.NNTY.KD.ZG,HUN,Hungary,Europe & Central Asia,High income,Not classified
313,2019,6.3217003153,NY.ADJ.NNTY.KD.ZG,HUN,Hungary,Europe & Central Asia,High income,Not classified
314,2020,-5.0079821506,NY.ADJ.NNTY.KD.ZG,HUN,Hungary,Europe & Central Asia,High income,Not classified
315,2016,7.6261631251,NY.ADJ.NNTY.KD.ZG,ISL,Iceland,Europe & Central Asia,High income,Not classified
316,2017,5.0257946236,NY.ADJ.NNTY.KD.ZG,ISL,Iceland,Europe & Central Asia,High income,Not classified
317,2018,0.3039011574,NY.ADJ.NNTY.KD.ZG,ISL,Iceland,Europe & Central Asia,High income,Not classified
318,2019,8.9645575225,NY.ADJ.NNTY.KD.ZG,ISL,Iceland,Europe & Central Asia,High income,Not classified
319,2020,-9.8296537693,NY.ADJ.NNTY.KD.ZG,ISL,Iceland,Europe & Central Asia,High income,Not classified
320,2016,7.5323245496,NY.ADJ.NNTY.KD.ZG,IND,India,South Asia,Lower middle income,IBRD
321,2017,8.3982060785,NY.ADJ.NNTY.KD.ZG,IND,India,South Asia,Lower middle income,IBRD
322,2018,5.8400459118,NY.ADJ.NNTY.KD.ZG,IND,India,South Asia,Lower middle income,IBRD
323,2019,4.3509930192,NY.ADJ.NNTY.KD.ZG,IND,India,South Asia,Lower middle income,IBRD
324,2020,-7.1470328994,NY.ADJ.NNTY.KD.ZG,IND,India,South Asia,Lower middle income,IBRD
325,2016,7.7429593109,NY.ADJ.NNTY.KD.ZG,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
326,2017,6.1075369599,NY.ADJ.NNTY.KD.ZG,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
327,2018,5.7624635631,NY.ADJ.NNTY.KD.ZG,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
328,2019,4.5179711277,NY.ADJ.NNTY.KD.ZG,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
329,2020,-3.5511829349,NY.ADJ.NNTY.KD.ZG,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
330,2016,15.9068886495,NY.ADJ.NNTY.KD.ZG,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
331,2017,-0.3215546883,NY.ADJ.NNTY.KD.ZG,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
332,2018,-14.1182440721,NY.ADJ.NNTY.KD.ZG,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
333,2016,-1.3154141772,NY.ADJ.NNTY.KD.ZG,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
334,2017,6.8664156107,NY.ADJ.NNTY.KD.ZG,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
335,2018,7.5544986456,NY.ADJ.NNTY.KD.ZG,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
336,2019,12.1109918897,NY.ADJ.NNTY.KD.ZG,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
337,2020,-30.1493310171,NY.ADJ.NNTY.KD.ZG,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
338,2016,6.5231446124,NY.ADJ.NNTY.KD.ZG,IRL,Ireland,Europe & Central Asia,High income,Not classified
339,2017,2.6679316668,NY.ADJ.NNTY.KD.ZG,IRL,Ireland,Europe & Central Asia,High income,Not classified
340,2018,4.8659582405,NY.ADJ.NNTY.KD.ZG,IRL,Ireland,Europe & Central Asia,High income,Not classified
341,2019,5.5014845057,NY.ADJ.NNTY.KD.ZG,IRL,Ireland,Europe & Central Asia,High income,Not classified
342,2020,-5.0149681552,NY.ADJ.NNTY.KD.ZG,IRL,Ireland,Europe & Central Asia,High income,Not classified
343,2016,5.2891970325,NY.ADJ.NNTY.KD.ZG,ISR,Israel,Middle East & North Africa,High income,Not classified
344,2017,4.8285658428,NY.ADJ.NNTY.KD.ZG,ISR,Israel,Middle East & North Africa,High income,Not classified
345,2018,3.4479545316,NY.ADJ.NNTY.KD.ZG,ISR,Israel,Middle East & North Africa,High income,Not classified
346,2019,4.9903883902,NY.ADJ.NNTY.KD.ZG,ISR,Israel,Middle East & North Africa,High income,Not classified
347,2020,-3.4432459718,NY.ADJ.NNTY.KD.ZG,ISR,Israel,Middle East & North Africa,High income,Not classified
348,2016,4.0108374933,NY.ADJ.NNTY.KD.ZG,ITA,Italy,Europe & Central Asia,High income,Not classified
349,2017,1.7804713030000001,NY.ADJ.NNTY.KD.ZG,ITA,Italy,Europe & Central Asia,High income,Not classified
350,2018,1.3415046401000001,NY.ADJ.NNTY.KD.ZG,ITA,Italy,Europe & Central Asia,High income,Not classified
351,2019,0.7731610072,NY.ADJ.NNTY.KD.ZG,ITA,Italy,Europe & Central Asia,High income,Not classified
352,2020,-9.9808780957,NY.ADJ.NNTY.KD.ZG,ITA,Italy,Europe & Central Asia,High income,Not classified
353,2016,1.9082700014,NY.ADJ.NNTY.KD.ZG,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
354,2017,2.7268366308000003,NY.ADJ.NNTY.KD.ZG,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
355,2018,1.5982495636,NY.ADJ.NNTY.KD.ZG,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
356,2019,1.6146291219000002,NY.ADJ.NNTY.KD.ZG,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
357,2020,-10.5248882956,NY.ADJ.NNTY.KD.ZG,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
358,2016,0.8544065861,NY.ADJ.NNTY.KD.ZG,JPN,Japan,East Asia & Pacific,High income,Not classified
359,2017,1.7339925735000001,NY.ADJ.NNTY.KD.ZG,JPN,Japan,East Asia & Pacific,High income,Not classified
360,2018,-0.7862197857000001,NY.ADJ.NNTY.KD.ZG,JPN,Japan,East Asia & Pacific,High income,Not classified
361,2019,0.0427443393,NY.ADJ.NNTY.KD.ZG,JPN,Japan,East Asia & Pacific,High income,Not classified
362,2020,-3.8296571438,NY.ADJ.NNTY.KD.ZG,JPN,Japan,East Asia & Pacific,High income,Not classified
363,2016,2.6515768994,NY.ADJ.NNTY.KD.ZG,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
364,2017,3.5803752665,NY.ADJ.NNTY.KD.ZG,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
365,2018,1.070972902,NY.ADJ.NNTY.KD.ZG,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
366,2019,3.686084952,NY.ADJ.NNTY.KD.ZG,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
367,2020,-1.7098927777,NY.ADJ.NNTY.KD.ZG,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
368,2016,-2.2788660796,NY.ADJ.NNTY.KD.ZG,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
369,2017,3.5709778143,NY.ADJ.NNTY.KD.ZG,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
370,2018,-0.0667414008,NY.ADJ.NNTY.KD.ZG,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
371,2019,6.4357435752,NY.ADJ.NNTY.KD.ZG,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
372,2020,0.9375102701,NY.ADJ.NNTY.KD.ZG,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
373,2016,17.9650428131,NY.ADJ.NNTY.KD.ZG,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
374,2017,0.879688663,NY.ADJ.NNTY.KD.ZG,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
375,2018,7.0668483914,NY.ADJ.NNTY.KD.ZG,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
376,2019,4.4071365075,NY.ADJ.NNTY.KD.ZG,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
377,2020,0.6039494926,NY.ADJ.NNTY.KD.ZG,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
378,2016,-9.8656233439,NY.ADJ.NNTY.KD.ZG,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
379,2017,8.9220388659,NY.ADJ.NNTY.KD.ZG,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
380,2018,2.4811598887,NY.ADJ.NNTY.KD.ZG,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
381,2016,4.5616930678,NY.ADJ.NNTY.KD.ZG,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
382,2017,3.2169374395,NY.ADJ.NNTY.KD.ZG,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
383,2018,1.0667770503,NY.ADJ.NNTY.KD.ZG,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
384,2019,-0.4086378624,NY.ADJ.NNTY.KD.ZG,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
385,2020,-2.1439643716,NY.ADJ.NNTY.KD.ZG,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
386,2016,-4.8856547257,NY.ADJ.NNTY.KD.ZG,KWT,Kuwait,Middle East & North Africa,High income,Not classified
387,2017,12.0475451859,NY.ADJ.NNTY.KD.ZG,KWT,Kuwait,Middle East & North Africa,High income,Not classified
388,2018,9.5524812377,NY.ADJ.NNTY.KD.ZG,KWT,Kuwait,Middle East & North Africa,High income,Not classified
389,2019,-1.5076652668000001,NY.ADJ.NNTY.KD.ZG,KWT,Kuwait,Middle East & North Africa,High income,Not classified
390,2016,13.5036063372,NY.ADJ.NNTY.KD.ZG,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
391,2017,4.6057225858,NY.ADJ.NNTY.KD.ZG,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
392,2018,11.7951401582,NY.ADJ.NNTY.KD.ZG,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
393,2019,-4.0869245932,NY.ADJ.NNTY.KD.ZG,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
394,2020,-6.5541526433,NY.ADJ.NNTY.KD.ZG,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
395,2016,13.6288203457,NY.ADJ.NNTY.KD.ZG,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
396,2016,5.7001668347,NY.ADJ.NNTY.KD.ZG,LVA,Latvia,Europe & Central Asia,High income,Not classified
397,2017,4.3464224209,NY.ADJ.NNTY.KD.ZG,LVA,Latvia,Europe & Central Asia,High income,Not classified
398,2018,4.8434541799,NY.ADJ.NNTY.KD.ZG,LVA,Latvia,Europe & Central Asia,High income,Not classified
399,2019,3.4707199391,NY.ADJ.NNTY.KD.ZG,LVA,Latvia,Europe & Central Asia,High income,Not classified
400,2020,-1.3098457453,NY.ADJ.NNTY.KD.ZG,LVA,Latvia,Europe & Central Asia,High income,Not classified
401,2016,6.031638866,NY.ADJ.NNTY.KD.ZG,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
402,2017,2.0639894919,NY.ADJ.NNTY.KD.ZG,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
403,2018,-2.8516845715,NY.ADJ.NNTY.KD.ZG,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
404,2019,-6.8841378281,NY.ADJ.NNTY.KD.ZG,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
405,2020,-20.703511399,NY.ADJ.NNTY.KD.ZG,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD
406,2016,-1.5061184028999999,NY.ADJ.NNTY.KD.ZG,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
407,2017,-5.9021042271,NY.ADJ.NNTY.KD.ZG,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
408,2018,6.2544553787,NY.ADJ.NNTY.KD.ZG,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
409,2019,-1.6294821877999999,NY.ADJ.NNTY.KD.ZG,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
410,2020,-18.5861624643,NY.ADJ.NNTY.KD.ZG,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
411,2016,3.7772903447,NY.ADJ.NNTY.KD.ZG,LTU,Lithuania,Europe & Central Asia,High income,Not classified
412,2017,4.8285958089,NY.ADJ.NNTY.KD.ZG,LTU,Lithuania,Europe & Central Asia,High income,Not classified
413,2018,3.9389139457,NY.ADJ.NNTY.KD.ZG,LTU,Lithuania,Europe & Central Asia,High income,Not classified
414,2019,4.8019266653,NY.ADJ.NNTY.KD.ZG,LTU,Lithuania,Europe & Central Asia,High income,Not classified
415,2020,0.4962215454,NY.ADJ.NNTY.KD.ZG,LTU,Lithuania,Europe & Central Asia,High income,Not classified
416,2016,6.5754589963,NY.ADJ.NNTY.KD.ZG,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
417,2017,10.8153366505,NY.ADJ.NNTY.KD.ZG,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
418,2018,0.6106230781,NY.ADJ.NNTY.KD.ZG,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
419,2019,-6.2576607383,NY.ADJ.NNTY.KD.ZG,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
420,2020,8.5748903434,NY.ADJ.NNTY.KD.ZG,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
421,2016,7.6199238064,NY.ADJ.NNTY.KD.ZG,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
422,2017,2.8468472497,NY.ADJ.NNTY.KD.ZG,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
423,2018,11.3791921754,NY.ADJ.NNTY.KD.ZG,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
424,2019,-1.6815798147,NY.ADJ.NNTY.KD.ZG,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
425,2020,-6.5022395953,NY.ADJ.NNTY.KD.ZG,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
426,2016,4.6710525694000005,NY.ADJ.NNTY.KD.ZG,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
427,2017,4.8050649169,NY.ADJ.NNTY.KD.ZG,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
428,2018,1.8033967418999999,NY.ADJ.NNTY.KD.ZG,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
429,2019,7.7357433266,NY.ADJ.NNTY.KD.ZG,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
430,2020,-4.4286678616,NY.ADJ.NNTY.KD.ZG,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
431,2016,-5.9285254637,NY.ADJ.NNTY.KD.ZG,MDV,Maldives,South Asia,Upper middle income,IDA
432,2017,6.3293612368,NY.ADJ.NNTY.KD.ZG,MDV,Maldives,South Asia,Upper middle income,IDA
433,2018,1.6565786554000002,NY.ADJ.NNTY.KD.ZG,MDV,Maldives,South Asia,Upper middle income,IDA
434,2019,4.6540242502,NY.ADJ.NNTY.KD.ZG,MDV,Maldives,South Asia,Upper middle income,IDA
435,2020,-27.9279360946,NY.ADJ.NNTY.KD.ZG,MDV,Maldives,South Asia,Upper middle income,IDA
436,2016,7.450834722,NY.ADJ.NNTY.KD.ZG,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
437,2017,0.6413590885,NY.ADJ.NNTY.KD.ZG,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
438,2018,2.1938322676,NY.ADJ.NNTY.KD.ZG,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
